[RTREE] This is node 1008 at depth: 4, the bounding box is (894.804,209.953), (973.64,856.398), leaf: 0, edge: 1
[RTREE] This is node 947 at depth: 4, the bounding box is (-773.009,-654.146), (-684.3,-249.909), leaf: 0, edge: 1
[RTREE] This is node 958 at depth: 4, the bounding box is (-768.688,-546.602), (680.722,-363.261), leaf: 0, edge: 1
[RTREE] This is node 990 at depth: 4, the bounding box is (-887.674,-759.16), (5.41352,-312.072), leaf: 0, edge: 1
[RTREE] This is node 1053 at depth: 4, the bounding box is (-961.477,-781.043), (691.855,-499.504), leaf: 0, edge: 1
[RTREE] This is node 967 at depth: 3, the bounding box is (-961.477,-781.043), (691.855,-249.909), leaf: 1, edge: 0
[RTREE] This is node 966 at depth: 4, the bounding box is (-791.519,548.776), (644.162,741.883), leaf: 0, edge: 1
[RTREE] This is node 790 at depth: 4, the bounding box is (-786.911,-277.098), (938.304,598.297), leaf: 0, edge: 1
[RTREE] This is node 766 at depth: 4, the bounding box is (-618.397,527.401), (656.281,559.566), leaf: 0, edge: 1
[RTREE] This is node 917 at depth: 4, the bounding box is (-844.314,-142.599), (913.533,367.062), leaf: 0, edge: 1
[RTREE] This is node 951 at depth: 4, the bounding box is (-594.574,-113.102), (859.682,220.206), leaf: 0, edge: 1
[RTREE] This is node 957 at depth: 4, the bounding box is (-775.241,226.063), (187.965,408.673), leaf: 0, edge: 1
[RTREE] This is node 963 at depth: 4, the bounding box is (-738.154,161.303), (154.879,423.761), leaf: 0, edge: 1
[RTREE] This is node 965 at depth: 4, the bounding box is (-938.839,7.42359), (-223.889,755.083), leaf: 0, edge: 1
[RTREE] This is node 977 at depth: 4, the bounding box is (-952.913,329.375), (469.632,805.294), leaf: 0, edge: 1
[RTREE] This is node 989 at depth: 4, the bounding box is (-789.618,650.816), (370.21,723.876), leaf: 0, edge: 1
[RTREE] This is node 999 at depth: 4, the bounding box is (-851.654,-101.924), (246.297,710.871), leaf: 0, edge: 1
[RTREE] This is node 1001 at depth: 4, the bounding box is (-650.876,164.82), (838.304,341.099), leaf: 0, edge: 1
[RTREE] This is node 1013 at depth: 4, the bounding box is (-971.944,-131.675), (977.837,30.4637), leaf: 0, edge: 1
[RTREE] This is node 1016 at depth: 4, the bounding box is (-537.26,415.798), (761.373,774.117), leaf: 0, edge: 1
[RTREE] This is node 1041 at depth: 4, the bounding box is (-927.077,-42.4516), (949.432,611.419), leaf: 0, edge: 1
[RTREE] This is node 1072 at depth: 4, the bounding box is (-751.591,479.037), (958.691,501.873), leaf: 0, edge: 1
[RTREE] This is node 972 at depth: 3, the bounding box is (-971.944,-277.098), (977.837,805.294), leaf: 1, edge: 0
[RTREE] This is node 195 at depth: 4, the bounding box is (178.457,-269.411), (937.634,346.498), leaf: 0, edge: 1
[RTREE] This is node 984 at depth: 3, the bounding box is (178.457,-269.411), (937.634,346.498), leaf: 1, edge: 0
[RTREE] This is node 163 at depth: 4, the bounding box is (31.1245,-570.104), (994.939,310.725), leaf: 0, edge: 1
[RTREE] This is node 239 at depth: 4, the bounding box is (-438.423,-510.937), (958.701,630.637), leaf: 0, edge: 1
[RTREE] This is node 731 at depth: 4, the bounding box is (-385.564,-613.145), (888.14,538.216), leaf: 0, edge: 1
[RTREE] This is node 714 at depth: 4, the bounding box is (-246.365,-233.336), (896.58,656.97), leaf: 0, edge: 1
[RTREE] This is node 747 at depth: 4, the bounding box is (-498.032,-337.956), (991.822,507.442), leaf: 0, edge: 1
[RTREE] This is node 779 at depth: 4, the bounding box is (-213.328,-417.745), (659.992,596.845), leaf: 0, edge: 1
[RTREE] This is node 955 at depth: 4, the bounding box is (-373.35,-57.6503), (-223.023,256.334), leaf: 0, edge: 1
[RTREE] This is node 960 at depth: 4, the bounding box is (-156.212,-53.728), (613.075,523.631), leaf: 0, edge: 1
[RTREE] This is node 986 at depth: 3, the bounding box is (-498.032,-613.145), (994.939,656.97), leaf: 1, edge: 0
[RTREE] This is node 897 at depth: 4, the bounding box is (979.141,-105.376), (982.029,403.95), leaf: 0, edge: 1
[RTREE] This is node 848 at depth: 4, the bounding box is (847.714,-58.0517), (975.511,-21.7554), leaf: 0, edge: 1
[RTREE] This is node 901 at depth: 4, the bounding box is (216.243,153.21), (627.919,432.284), leaf: 0, edge: 1
[RTREE] This is node 918 at depth: 4, the bounding box is (37.6596,262.017), (81.8166,374.487), leaf: 0, edge: 1
[RTREE] This is node 941 at depth: 4, the bounding box is (88.1348,400.177), (621.465,587.633), leaf: 0, edge: 1
[RTREE] This is node 959 at depth: 4, the bounding box is (340.296,248.859), (856.945,540.405), leaf: 0, edge: 1
[RTREE] This is node 993 at depth: 4, the bounding box is (136.769,-21.8528), (545.008,252.464), leaf: 0, edge: 1
[RTREE] This is node 1006 at depth: 3, the bounding box is (37.6596,-105.376), (982.029,587.633), leaf: 1, edge: 0
[RTREE] This is node 946 at depth: 4, the bounding box is (-362.987,-923.546), (-116.471,682.085), leaf: 0, edge: 1
[RTREE] This is node 971 at depth: 4, the bounding box is (-434.298,-771.129), (73.9921,740.064), leaf: 0, edge: 1
[RTREE] This is node 994 at depth: 4, the bounding box is (-541.627,-815.778), (-184.304,700.935), leaf: 0, edge: 1
[RTREE] This is node 1022 at depth: 3, the bounding box is (-541.627,-923.546), (73.9921,740.064), leaf: 1, edge: 0
[RTREE] This is node 923 at depth: 2, the bounding box is (-972.884,-990.393), (994.939,808.348), leaf: 0, edge: 0
[RTREE] This is node 770 at depth: 4, the bounding box is (-523.177,-923.276), (-342.184,299.5), leaf: 0, edge: 1
[RTREE] This is node 916 at depth: 3, the bounding box is (-523.177,-923.276), (-342.184,299.5), leaf: 1, edge: 0
[RTREE] This is node 900 at depth: 4, the bounding box is (-452.584,-261.964), (937.285,470.153), leaf: 0, edge: 1
[RTREE] This is node 742 at depth: 4, the bounding box is (-548.316,-915.578), (682.96,788.614), leaf: 0, edge: 1
[RTREE] This is node 894 at depth: 4, the bounding box is (-442.755,-880.999), (936.966,652.93), leaf: 0, edge: 1
[RTREE] This is node 906 at depth: 4, the bounding box is (-583.661,-857.411), (571.373,635.255), leaf: 0, edge: 1
[RTREE] This is node 762 at depth: 4, the bounding box is (-467.61,-712.145), (943.776,120.064), leaf: 0, edge: 1
[RTREE] This is node 824 at depth: 4, the bounding box is (-427.34,-709.458), (577.535,551.648), leaf: 0, edge: 1
[RTREE] This is node 827 at depth: 4, the bounding box is (-492.65,-156.577), (-142.762,742.125), leaf: 0, edge: 1
[RTREE] This is node 829 at depth: 4, the bounding box is (-253.273,-596), (333.913,577.26), leaf: 0, edge: 1
[RTREE] This is node 831 at depth: 4, the bounding box is (-236.49,-658.956), (108.375,400.879), leaf: 0, edge: 1
[RTREE] This is node 872 at depth: 4, the bounding box is (-83.4369,-199.663), (492.826,754.289), leaf: 0, edge: 1
[RTREE] This is node 883 at depth: 4, the bounding box is (-305.845,-426.307), (660.07,-204.981), leaf: 0, edge: 1
[RTREE] This is node 927 at depth: 4, the bounding box is (-30.6754,475.385), (561.852,733.461), leaf: 0, edge: 1
[RTREE] This is node 932 at depth: 4, the bounding box is (54.3424,189.29), (932.757,433.989), leaf: 0, edge: 1
[RTREE] This is node 837 at depth: 3, the bounding box is (-583.661,-915.578), (943.776,788.614), leaf: 1, edge: 0
[RTREE] This is node 825 at depth: 4, the bounding box is (-27.9188,254.902), (891.826,709.69), leaf: 0, edge: 1
[RTREE] This is node 737 at depth: 4, the bounding box is (-368.391,-796.173), (694.24,719.81), leaf: 0, edge: 1
[RTREE] This is node 788 at depth: 4, the bounding box is (117.602,-942.99), (410.542,642.951), leaf: 0, edge: 1
[RTREE] This is node 805 at depth: 4, the bounding box is (-384.13,-831.156), (968.532,477.685), leaf: 0, edge: 1
[RTREE] This is node 822 at depth: 4, the bounding box is (70.0872,-434.598), (327.026,133.975), leaf: 0, edge: 1
[RTREE] This is node 832 at depth: 4, the bounding box is (-368.414,-155.647), (-47.4729,681.034), leaf: 0, edge: 1
[RTREE] This is node 833 at depth: 4, the bounding box is (-445.957,488.95), (-64.0639,603.667), leaf: 0, edge: 1
[RTREE] This is node 834 at depth: 4, the bounding box is (200.276,-716.63), (426.132,503.134), leaf: 0, edge: 1
[RTREE] This is node 836 at depth: 4, the bounding box is (149.119,-618.564), (792.914,-516.968), leaf: 0, edge: 1
[RTREE] This is node 838 at depth: 4, the bounding box is (-112.968,-898.642), (958.696,-460.359), leaf: 0, edge: 1
[RTREE] This is node 847 at depth: 4, the bounding box is (260.296,-565.486), (371.211,197.098), leaf: 0, edge: 1
[RTREE] This is node 849 at depth: 4, the bounding box is (-27.8812,280.981), (327.779,598.278), leaf: 0, edge: 1
[RTREE] This is node 850 at depth: 4, the bounding box is (-339.685,-508.761), (775.087,455.031), leaf: 0, edge: 1
[RTREE] This is node 851 at depth: 4, the bounding box is (210.635,-676.981), (481.532,637.657), leaf: 0, edge: 1
[RTREE] This is node 879 at depth: 4, the bounding box is (-231.285,70.886), (954.295,620.482), leaf: 0, edge: 1
[RTREE] This is node 806 at depth: 3, the bounding box is (-445.957,-942.99), (968.532,719.81), leaf: 1, edge: 0
[RTREE] This is node 728 at depth: 4, the bounding box is (-862.056,-466.435), (634.141,602.423), leaf: 0, edge: 1
[RTREE] This is node 905 at depth: 4, the bounding box is (-836.551,-832.577), (539.685,521.714), leaf: 0, edge: 1
[RTREE] This is node 919 at depth: 4, the bounding box is (-966.21,-923.311), (356.57,639.74), leaf: 0, edge: 1
[RTREE] This is node 769 at depth: 4, the bounding box is (-754.808,-811.032), (544.333,537.752), leaf: 0, edge: 1
[RTREE] This is node 699 at depth: 4, the bounding box is (-729.506,-779.175), (-297.031,307.832), leaf: 0, edge: 1
[RTREE] This is node 696 at depth: 4, the bounding box is (-798.225,-560.46), (417.922,505.495), leaf: 0, edge: 1
[RTREE] This is node 761 at depth: 4, the bounding box is (-84.777,-502.035), (281.405,388.311), leaf: 0, edge: 1
[RTREE] This is node 775 at depth: 4, the bounding box is (-561.69,-119.1), (36.3758,167.521), leaf: 0, edge: 1
[RTREE] This is node 782 at depth: 4, the bounding box is (-215.999,-141.758), (79.4863,267.598), leaf: 0, edge: 1
[RTREE] This is node 853 at depth: 4, the bounding box is (-890.816,-580.669), (149.332,272.969), leaf: 0, edge: 1
[RTREE] This is node 864 at depth: 4, the bounding box is (-774.571,-358.771), (491.897,-11.5054), leaf: 0, edge: 1
[RTREE] This is node 881 at depth: 4, the bounding box is (-715.175,-57.2916), (-401.642,381.796), leaf: 0, edge: 1
[RTREE] This is node 885 at depth: 4, the bounding box is (-842.069,-600.521), (235.029,458.759), leaf: 0, edge: 1
[RTREE] This is node 921 at depth: 4, the bounding box is (-854.44,-799.432), (75.1438,102.622), leaf: 0, edge: 1
[RTREE] This is node 924 at depth: 4, the bounding box is (-816.587,-281.801), (464.404,353.728), leaf: 0, edge: 1
[RTREE] This is node 294 at depth: 3, the bounding box is (-966.21,-923.311), (634.141,639.74), leaf: 1, edge: 0
[RTREE] This is node 111 at depth: 4, the bounding box is (-381.95,-584.284), (408.767,-571.795), leaf: 0, edge: 1
[RTREE] This is node 103 at depth: 4, the bounding box is (-432.042,-610.396), (779.449,-78.6698), leaf: 0, edge: 1
[RTREE] This is node 105 at depth: 4, the bounding box is (-416.615,-603.864), (700.4,314.998), leaf: 0, edge: 1
[RTREE] This is node 182 at depth: 3, the bounding box is (-432.042,-610.396), (779.449,314.998), leaf: 1, edge: 0
[RTREE] This is node 271 at depth: 4, the bounding box is (-160.352,-979.374), (64.0751,71.2699), leaf: 0, edge: 1
[RTREE] This is node 654 at depth: 4, the bounding box is (-0.742747,-941.379), (51.1507,-452.688), leaf: 0, edge: 1
[RTREE] This is node 878 at depth: 3, the bounding box is (-160.352,-979.374), (64.0751,71.2699), leaf: 1, edge: 0
[RTREE] This is node 713 at depth: 4, the bounding box is (-93.4135,-904.86), (983.176,-500.376), leaf: 0, edge: 1
[RTREE] This is node 876 at depth: 4, the bounding box is (-44.6949,-733.291), (340.406,-694.053), leaf: 0, edge: 1
[RTREE] This is node 893 at depth: 4, the bounding box is (-77.2626,-842.234), (494.999,-521.792), leaf: 0, edge: 1
[RTREE] This is node 903 at depth: 3, the bounding box is (-93.4135,-904.86), (983.176,-500.376), leaf: 1, edge: 0
[RTREE] This is node 819 at depth: 4, the bounding box is (-115.113,-386.184), (-65.8567,720.962), leaf: 0, edge: 1
[RTREE] This is node 909 at depth: 3, the bounding box is (-115.113,-386.184), (-65.8567,720.962), leaf: 1, edge: 0
[RTREE] This is node 802 at depth: 4, the bounding box is (-334.958,-40.1861), (525.047,348.698), leaf: 0, edge: 1
[RTREE] This is node 922 at depth: 3, the bounding box is (-334.958,-40.1861), (525.047,348.698), leaf: 1, edge: 0
[RTREE] This is node 865 at depth: 4, the bounding box is (-738.537,-665.387), (60.5599,-519.363), leaf: 0, edge: 1
[RTREE] This is node 925 at depth: 3, the bounding box is (-738.537,-665.387), (60.5599,-519.363), leaf: 1, edge: 0
[RTREE] This is node 871 at depth: 4, the bounding box is (-425.092,-724.666), (-216.563,-495.669), leaf: 0, edge: 1
[RTREE] This is node 857 at depth: 4, the bounding box is (-326.614,-478.9), (-212.518,563.02), leaf: 0, edge: 1
[RTREE] This is node 899 at depth: 4, the bounding box is (-236.719,-666.492), (280.547,-446.24), leaf: 0, edge: 1
[RTREE] This is node 908 at depth: 4, the bounding box is (-56.1316,-775.585), (218.801,670.598), leaf: 0, edge: 1
[RTREE] This is node 915 at depth: 4, the bounding box is (-50.9414,-479.569), (-49.2766,770.944), leaf: 0, edge: 1
[RTREE] This is node 928 at depth: 3, the bounding box is (-425.092,-775.585), (280.547,770.944), leaf: 1, edge: 0
[RTREE] This is node 771 at depth: 4, the bounding box is (-272.038,-776.237), (407.119,11.2295), leaf: 0, edge: 1
[RTREE] This is node 929 at depth: 4, the bounding box is (-667.214,-861.818), (100.523,125.011), leaf: 0, edge: 1
[RTREE] This is node 930 at depth: 3, the bounding box is (-667.214,-861.818), (407.119,125.011), leaf: 1, edge: 0
[RTREE] This is node 348 at depth: 2, the bounding box is (-966.21,-979.374), (983.176,788.614), leaf: 0, edge: 0
[RTREE] This is node 692 at depth: 4, the bounding box is (-564.446,-839.533), (-521.657,932.01), leaf: 0, edge: 1
[RTREE] This is node 642 at depth: 4, the bounding box is (-601.309,-933.255), (-291.401,393.337), leaf: 0, edge: 1
[RTREE] This is node 682 at depth: 4, the bounding box is (-546.112,-643.481), (-391.915,821.697), leaf: 0, edge: 1
[RTREE] This is node 694 at depth: 4, the bounding box is (-643.801,-569.639), (-403.994,936.502), leaf: 0, edge: 1
[RTREE] This is node 874 at depth: 3, the bounding box is (-643.801,-933.255), (-291.401,936.502), leaf: 1, edge: 0
[RTREE] This is node 976 at depth: 4, the bounding box is (-838.868,-694.797), (712.375,920.856), leaf: 0, edge: 1
[RTREE] This is node 628 at depth: 4, the bounding box is (-778.955,-904.42), (645.847,56.5269), leaf: 0, edge: 1
[RTREE] This is node 617 at depth: 4, the bounding box is (-295.008,-892.076), (765.89,391.921), leaf: 0, edge: 1
[RTREE] This is node 65 at depth: 4, the bounding box is (-608.587,-253.377), (738.403,289.283), leaf: 0, edge: 1
[RTREE] This is node 55 at depth: 4, the bounding box is (247.76,-523.855), (421.314,-133.922), leaf: 0, edge: 1
[RTREE] This is node 612 at depth: 4, the bounding box is (166.317,-242.746), (726.002,95.9873), leaf: 0, edge: 1
[RTREE] This is node 646 at depth: 4, the bounding box is (-376.114,-227.349), (642.439,-42.5845), leaf: 0, edge: 1
[RTREE] This is node 860 at depth: 4, the bounding box is (-73.5939,-862.959), (591.39,810.339), leaf: 0, edge: 1
[RTREE] This is node 1010 at depth: 4, the bounding box is (-532.997,-438.896), (519.069,908.414), leaf: 0, edge: 1
[RTREE] This is node 1011 at depth: 4, the bounding box is (-794.91,769.74), (337.87,816.045), leaf: 0, edge: 1
[RTREE] This is node 1029 at depth: 4, the bounding box is (-280.734,441.559), (-87.0499,913.978), leaf: 0, edge: 1
[RTREE] This is node 1061 at depth: 4, the bounding box is (-546.157,-649.534), (600.048,896.19), leaf: 0, edge: 1
[RTREE] This is node 1064 at depth: 4, the bounding box is (128.176,-753.945), (543.182,810.378), leaf: 0, edge: 1
[RTREE] This is node 1068 at depth: 4, the bounding box is (-682.521,384.245), (469.421,886.148), leaf: 0, edge: 1
[RTREE] This is node 1081 at depth: 4, the bounding box is (-814.131,456.867), (-582.788,910.961), leaf: 0, edge: 1
[RTREE] This is node 1093 at depth: 4, the bounding box is (-389.612,260.01), (49.6871,879.197), leaf: 0, edge: 1
[RTREE] This is node 934 at depth: 3, the bounding box is (-838.868,-904.42), (765.89,920.856), leaf: 1, edge: 0
[RTREE] This is node 26 at depth: 4, the bounding box is (-934.307,-3.88475), (-289.654,12.0318), leaf: 0, edge: 1
[RTREE] This is node 8 at depth: 4, the bounding box is (-852.74,215.187), (-370.084,846.045), leaf: 0, edge: 1
[RTREE] This is node 15 at depth: 4, the bounding box is (-778.266,-180.806), (-328.067,86.4983), leaf: 0, edge: 1
[RTREE] This is node 52 at depth: 4, the bounding box is (-867.121,436.779), (-658.218,527.812), leaf: 0, edge: 1
[RTREE] This is node 63 at depth: 4, the bounding box is (-867.331,380.429), (-258.594,680.885), leaf: 0, edge: 1
[RTREE] This is node 614 at depth: 4, the bounding box is (-658.036,496.698), (-275.592,720.132), leaf: 0, edge: 1
[RTREE] This is node 619 at depth: 4, the bounding box is (-926.612,313.684), (-340.998,568.919), leaf: 0, edge: 1
[RTREE] This is node 637 at depth: 4, the bounding box is (-480.435,682.228), (-297.331,798.327), leaf: 0, edge: 1
[RTREE] This is node 645 at depth: 4, the bounding box is (-761.011,-58.3418), (-746.914,844.112), leaf: 0, edge: 1
[RTREE] This is node 116 at depth: 3, the bounding box is (-934.307,-180.806), (-258.594,846.045), leaf: 1, edge: 0
[RTREE] This is node 807 at depth: 4, the bounding box is (-815.611,-345.069), (421.538,860.202), leaf: 0, edge: 1
[RTREE] This is node 796 at depth: 4, the bounding box is (-799.688,-984.455), (244.332,943.852), leaf: 0, edge: 1
[RTREE] This is node 683 at depth: 4, the bounding box is (-931.123,-67.095), (35.1588,835.487), leaf: 0, edge: 1
[RTREE] This is node 631 at depth: 4, the bounding box is (-607.029,-595.314), (-20.1067,323.518), leaf: 0, edge: 1
[RTREE] This is node 636 at depth: 4, the bounding box is (-847.519,-392.911), (241.993,463.038), leaf: 0, edge: 1
[RTREE] This is node 641 at depth: 4, the bounding box is (-541.097,-358.336), (246.726,349.303), leaf: 0, edge: 1
[RTREE] This is node 658 at depth: 4, the bounding box is (-239.306,-987.091), (257.872,949.541), leaf: 0, edge: 1
[RTREE] This is node 669 at depth: 4, the bounding box is (-342.505,-889.511), (393.116,905.681), leaf: 0, edge: 1
[RTREE] This is node 720 at depth: 4, the bounding box is (-363.377,-725.049), (-100.577,896.321), leaf: 0, edge: 1
[RTREE] This is node 767 at depth: 4, the bounding box is (-730.958,-582.037), (476.941,943.371), leaf: 0, edge: 1
[RTREE] This is node 773 at depth: 4, the bounding box is (-811.888,-301.504), (-763.191,844.393), leaf: 0, edge: 1
[RTREE] This is node 846 at depth: 4, the bounding box is (-870.311,-53.7958), (269.998,883.392), leaf: 0, edge: 1
[RTREE] This is node 873 at depth: 4, the bounding box is (-765.074,708.434), (134.95,977.123), leaf: 0, edge: 1
[RTREE] This is node 886 at depth: 4, the bounding box is (-817.965,-863.67), (185.427,892.207), leaf: 0, edge: 1
[RTREE] This is node 910 at depth: 4, the bounding box is (-775.643,-228.227), (-442.077,982.083), leaf: 0, edge: 1
[RTREE] This is node 975 at depth: 4, the bounding box is (-755.958,153.708), (-622.403,957.292), leaf: 0, edge: 1
[RTREE] This is node 0 at depth: 3, the bounding box is (-931.123,-987.091), (476.941,982.083), leaf: 1, edge: 0
[RTREE] This is node 31 at depth: 4, the bounding box is (-705.885,172.541), (-277.757,348.86), leaf: 0, edge: 1
[RTREE] This is node 51 at depth: 3, the bounding box is (-705.885,172.541), (-277.757,348.86), leaf: 1, edge: 0
[RTREE] This is node 30 at depth: 4, the bounding box is (-670.355,-840.951), (-159.529,49.8427), leaf: 0, edge: 1
[RTREE] This is node 12 at depth: 4, the bounding box is (-565.971,-987.348), (175.268,686.899), leaf: 0, edge: 1
[RTREE] This is node 6 at depth: 4, the bounding box is (-564.402,-278.123), (78.3314,584.467), leaf: 0, edge: 1
[RTREE] This is node 10 at depth: 4, the bounding box is (-98.4655,-600.203), (-67.3646,-143.235), leaf: 0, edge: 1
[RTREE] This is node 17 at depth: 4, the bounding box is (-460.887,-588.598), (196.375,471.748), leaf: 0, edge: 1
[RTREE] This is node 25 at depth: 4, the bounding box is (-425.434,246.499), (-225.618,623.848), leaf: 0, edge: 1
[RTREE] This is node 37 at depth: 4, the bounding box is (-542.612,133.354), (64.7293,481.654), leaf: 0, edge: 1
[RTREE] This is node 44 at depth: 4, the bounding box is (-217.145,-662.956), (186.03,643.418), leaf: 0, edge: 1
[RTREE] This is node 122 at depth: 4, the bounding box is (-634.908,-991.363), (-413.324,396.279), leaf: 0, edge: 1
[RTREE] This is node 147 at depth: 4, the bounding box is (-94.1479,-863.18), (-14.7437,750.642), leaf: 0, edge: 1
[RTREE] This is node 160 at depth: 4, the bounding box is (-224.203,-941.597), (-190.517,691.031), leaf: 0, edge: 1
[RTREE] This is node 175 at depth: 4, the bounding box is (-513.82,-991.119), (-389.891,-761.431), leaf: 0, edge: 1
[RTREE] This is node 56 at depth: 3, the bounding box is (-670.355,-991.363), (196.375,750.642), leaf: 1, edge: 0
[RTREE] This is node 71 at depth: 4, the bounding box is (-789.526,-656.857), (645.69,-411.74), leaf: 0, edge: 1
[RTREE] This is node 80 at depth: 4, the bounding box is (-809.564,-566.676), (-647.25,-540.419), leaf: 0, edge: 1
[RTREE] This is node 170 at depth: 4, the bounding box is (-563.812,-346.396), (-341.335,-246.081), leaf: 0, edge: 1
[RTREE] This is node 618 at depth: 4, the bounding box is (-950.723,-917.746), (77.5519,-339.289), leaf: 0, edge: 1
[RTREE] This is node 623 at depth: 4, the bounding box is (-343.583,-928.58), (424.793,-470.252), leaf: 0, edge: 1
[RTREE] This is node 635 at depth: 4, the bounding box is (-927.987,-924.447), (170.511,-665.368), leaf: 0, edge: 1
[RTREE] This is node 252 at depth: 3, the bounding box is (-950.723,-928.58), (645.69,-246.081), leaf: 1, edge: 0
[RTREE] This is node 117 at depth: 4, the bounding box is (-451.069,-473.675), (-294.829,650.119), leaf: 0, edge: 1
[RTREE] This is node 85 at depth: 4, the bounding box is (-590.944,-265.89), (-280.766,-75.2273), leaf: 0, edge: 1
[RTREE] This is node 625 at depth: 3, the bounding box is (-590.944,-473.675), (-280.766,650.119), leaf: 1, edge: 0
[RTREE] This is node 633 at depth: 4, the bounding box is (-65.5661,-933.065), (394.938,49.388), leaf: 0, edge: 1
[RTREE] This is node 639 at depth: 4, the bounding box is (-43.6678,-945.783), (74.3239,923.208), leaf: 0, edge: 1
[RTREE] This is node 96 at depth: 4, the bounding box is (59.0476,-393.504), (465.652,395.085), leaf: 0, edge: 1
[RTREE] This is node 100 at depth: 4, the bounding box is (-298.448,-510.492), (55.0348,-31.0052), leaf: 0, edge: 1
[RTREE] This is node 127 at depth: 4, the bounding box is (207.544,-427.41), (283.429,83.7586), leaf: 0, edge: 1
[RTREE] This is node 624 at depth: 4, the bounding box is (-328.002,-562.112), (216.294,-381.334), leaf: 0, edge: 1
[RTREE] This is node 638 at depth: 4, the bounding box is (-358.247,-862.424), (314.976,868.745), leaf: 0, edge: 1
[RTREE] This is node 649 at depth: 4, the bounding box is (77.2364,-502.329), (131.796,530.487), leaf: 0, edge: 1
[RTREE] This is node 693 at depth: 3, the bounding box is (-358.247,-945.783), (465.652,923.208), leaf: 1, edge: 0
[RTREE] This is node 634 at depth: 4, the bounding box is (-495.177,-849.273), (668.054,-605.356), leaf: 0, edge: 1
[RTREE] This is node 1094 at depth: 3, the bounding box is (-495.177,-849.273), (668.054,-605.356), leaf: 1, edge: 0
[RTREE] This is node 459 at depth: 2, the bounding box is (-950.723,-991.363), (765.89,982.083), leaf: 0, edge: 0
[RTREE] This is node 580 at depth: 4, the bounding box is (407.868,-891.147), (757.224,478.539), leaf: 0, edge: 1
[RTREE] This is node 546 at depth: 4, the bounding box is (-702.677,-754.255), (611.248,600.11), leaf: 0, edge: 1
[RTREE] This is node 415 at depth: 4, the bounding box is (-693.484,-354.125), (934.342,191.607), leaf: 0, edge: 1
[RTREE] This is node 508 at depth: 4, the bounding box is (212.783,-393.99), (947.645,349.287), leaf: 0, edge: 1
[RTREE] This is node 537 at depth: 4, the bounding box is (-57.4158,-417.727), (471.19,-34.0775), leaf: 0, edge: 1
[RTREE] This is node 552 at depth: 4, the bounding box is (-85.3683,-524.639), (531.474,391.974), leaf: 0, edge: 1
[RTREE] This is node 564 at depth: 4, the bounding box is (-591.472,-530.902), (794.442,370.115), leaf: 0, edge: 1
[RTREE] This is node 582 at depth: 4, the bounding box is (-639.887,-624.02), (754.185,-201.132), leaf: 0, edge: 1
[RTREE] This is node 583 at depth: 4, the bounding box is (-207.782,-667.9), (330.935,-272.852), leaf: 0, edge: 1
[RTREE] This is node 509 at depth: 3, the bounding box is (-702.677,-891.147), (947.645,600.11), leaf: 1, edge: 0
[RTREE] This is node 231 at depth: 4, the bounding box is (-966.835,-745.492), (-960.38,552.902), leaf: 0, edge: 1
[RTREE] This is node 185 at depth: 4, the bounding box is (-960.319,-350.21), (-939.326,38.5257), leaf: 0, edge: 1
[RTREE] This is node 396 at depth: 4, the bounding box is (-840.555,-906.963), (-772.671,636.306), leaf: 0, edge: 1
[RTREE] This is node 412 at depth: 4, the bounding box is (-751.587,-665.09), (-682.677,728.049), leaf: 0, edge: 1
[RTREE] This is node 543 at depth: 4, the bounding box is (-719.905,-438.316), (-719.378,58.9173), leaf: 0, edge: 1
[RTREE] This is node 406 at depth: 3, the bounding box is (-966.835,-906.963), (-682.677,728.049), leaf: 1, edge: 0
[RTREE] This is node 498 at depth: 4, the bounding box is (227.98,205.42), (890.967,271.7), leaf: 0, edge: 1
[RTREE] This is node 278 at depth: 4, the bounding box is (671.509,-33.639), (902.286,196.144), leaf: 0, edge: 1
[RTREE] This is node 483 at depth: 4, the bounding box is (261.033,-698.747), (617.467,-345.584), leaf: 0, edge: 1
[RTREE] This is node 491 at depth: 4, the bounding box is (346.646,-650.332), (606.006,-463.3), leaf: 0, edge: 1
[RTREE] This is node 492 at depth: 4, the bounding box is (178.287,-524.093), (203.104,729.739), leaf: 0, edge: 1
[RTREE] This is node 496 at depth: 4, the bounding box is (299.099,-556.022), (323.951,327.73), leaf: 0, edge: 1
[RTREE] This is node 521 at depth: 4, the bounding box is (529.193,-4.07355), (646.877,6.69997), leaf: 0, edge: 1
[RTREE] This is node 533 at depth: 4, the bounding box is (231.157,-502.008), (653.341,640.843), leaf: 0, edge: 1
[RTREE] This is node 544 at depth: 4, the bounding box is (286.505,-496.686), (560.73,282.585), leaf: 0, edge: 1
[RTREE] This is node 547 at depth: 4, the bounding box is (297.662,230.446), (880.006,502.765), leaf: 0, edge: 1
[RTREE] This is node 351 at depth: 3, the bounding box is (178.287,-698.747), (902.286,729.739), leaf: 1, edge: 0
[RTREE] This is node 286 at depth: 4, the bounding box is (-714.073,502.697), (143.906,669.013), leaf: 0, edge: 1
[RTREE] This is node 374 at depth: 3, the bounding box is (-714.073,502.697), (143.906,669.013), leaf: 1, edge: 0
[RTREE] This is node 410 at depth: 4, the bounding box is (-596.003,111.525), (943.77,426.717), leaf: 0, edge: 1
[RTREE] This is node 507 at depth: 4, the bounding box is (-911.179,61.6587), (568.292,765.187), leaf: 0, edge: 1
