[RTREE] This is node 63 at depth: 10, the bounding box is (-95.9953,31.3496), (-50.273,51.5309), leaf: 0, edge: 1
[RTREE] This is node 1212 at depth: 10, the bounding box is (-68.6043,17.5199), (55.4824,68.4355), leaf: 0, edge: 1
[RTREE] This is node 1273 at depth: 9, the bounding box is (-68.6043,17.5199), (55.4824,68.4355), leaf: 1, edge: 0
[RTREE] This is node 1231 at depth: 8, the bounding box is (-94.3741,-93.2854), (59.5283,83.3088), leaf: 0, edge: 0
[RTREE] This is node 939 at depth: 10, the bounding box is (-69.9892,3.06952), (-57.2351,13.494), leaf: 0, edge: 1
[RTREE] This is node 942 at depth: 10, the bounding box is (-0.604655,15.9046), (91.4756,53.9375), leaf: 0, edge: 1
[RTREE] This is node 951 at depth: 9, the bounding box is (-69.9892,3.06952), (91.4756,53.9375), leaf: 1, edge: 0
[RTREE] This is node 1209 at depth: 8, the bounding box is (-69.9892,3.06952), (91.4756,53.9375), leaf: 0, edge: 0
[RTREE] This is node 954 at depth: 10, the bounding box is (-94.2049,-64.1941), (-12.7088,12.7822), leaf: 0, edge: 1
[RTREE] This is node 1172 at depth: 9, the bounding box is (-94.2049,-64.1941), (-12.7088,12.7822), leaf: 1, edge: 0
[RTREE] This is node 1151 at depth: 10, the bounding box is (-98.5935,-55.7582), (4.08384,22.0236), leaf: 0, edge: 1
[RTREE] This is node 852 at depth: 10, the bounding box is (-26.6853,-89.7912), (53.4266,66.7226), leaf: 0, edge: 1
[RTREE] This is node 1210 at depth: 10, the bounding box is (-62.2349,-75.3926), (38.5985,-43.1811), leaf: 0, edge: 1
[RTREE] This is node 1214 at depth: 10, the bounding box is (-86.9104,-36.4471), (21.3809,9.01844), leaf: 0, edge: 1
[RTREE] This is node 1200 at depth: 9, the bounding box is (-98.5935,-89.7912), (53.4266,66.7226), leaf: 1, edge: 0
[RTREE] This is node 1221 at depth: 8, the bounding box is (-98.5935,-89.7912), (53.4266,66.7226), leaf: 0, edge: 0
[RTREE] This is node 1213 at depth: 10, the bounding box is (68.8199,-54.8409), (93.1981,66.8503), leaf: 0, edge: 1
[RTREE] This is node 1229 at depth: 10, the bounding box is (91.7104,48.4768), (95.9138,83.0172), leaf: 0, edge: 1
[RTREE] This is node 1230 at depth: 9, the bounding box is (68.8199,-54.8409), (95.9138,83.0172), leaf: 1, edge: 0
[RTREE] This is node 1793 at depth: 8, the bounding box is (68.8199,-54.8409), (95.9138,83.0172), leaf: 0, edge: 0
[RTREE] This is node 1202 at depth: 7, the bounding box is (-98.5935,-98.6123), (99.6088,83.3088), leaf: 0, edge: 0
[RTREE] This is node 840 at depth: 10, the bounding box is (-10.6884,-93.0898), (50.7918,36.1953), leaf: 0, edge: 1
[RTREE] This is node 893 at depth: 9, the bounding box is (-10.6884,-93.0898), (50.7918,36.1953), leaf: 1, edge: 0
[RTREE] This is node 1184 at depth: 8, the bounding box is (-10.6884,-93.0898), (50.7918,36.1953), leaf: 0, edge: 0
[RTREE] This is node 1794 at depth: 7, the bounding box is (-10.6884,-93.0898), (50.7918,36.1953), leaf: 0, edge: 0
[RTREE] This is node 1233 at depth: 6, the bounding box is (-98.5935,-98.6123), (99.6088,83.3088), leaf: 0, edge: 0
[RTREE] This is node 950 at depth: 10, the bounding box is (-43.8311,-37.1353), (92.9854,31.2674), leaf: 0, edge: 1
[RTREE] This is node 1095 at depth: 10, the bounding box is (-63.8282,-59.2812), (85.3271,4.01796), leaf: 0, edge: 1
[RTREE] This is node 1769 at depth: 10, the bounding box is (50.3291,-29.2226), (89.97,27.3194), leaf: 0, edge: 1
[RTREE] This is node 1773 at depth: 10, the bounding box is (-41.8822,-50.4073), (81.733,7.62807), leaf: 0, edge: 1
[RTREE] This is node 1170 at depth: 9, the bounding box is (-63.8282,-59.2812), (92.9854,31.2674), leaf: 1, edge: 0
[RTREE] This is node 1779 at depth: 8, the bounding box is (-63.8282,-59.2812), (92.9854,31.2674), leaf: 0, edge: 0
[RTREE] This is node 836 at depth: 10, the bounding box is (-90.8342,-92.4466), (98.6968,96.3807), leaf: 0, edge: 1
[RTREE] This is node 1705 at depth: 10, the bounding box is (-69.9628,-90.4229), (79.8854,23.3711), leaf: 0, edge: 1
[RTREE] This is node 1765 at depth: 10, the bounding box is (-9.41946,-53.08), (6.83849,77.4285), leaf: 0, edge: 1
[RTREE] This is node 1770 at depth: 10, the bounding box is (6.30813,-87.1878), (22.7693,47.7882), leaf: 0, edge: 1
[RTREE] This is node 1777 at depth: 10, the bounding box is (-23.9017,-77.2271), (78.0214,28.3506), leaf: 0, edge: 1
[RTREE] This is node 1646 at depth: 9, the bounding box is (-90.8342,-92.4466), (98.6968,96.3807), leaf: 1, edge: 0
[RTREE] This is node 1680 at depth: 10, the bounding box is (-57.1718,21.5918), (96.8926,35.1276), leaf: 0, edge: 1
[RTREE] This is node 1730 at depth: 9, the bounding box is (-57.1718,21.5918), (96.8926,35.1276), leaf: 1, edge: 0
[RTREE] This is node 1683 at depth: 10, the bounding box is (-89.8347,-34.5716), (19.5638,88.4262), leaf: 0, edge: 1
[RTREE] This is node 1718 at depth: 10, the bounding box is (-52.9001,-22.8629), (-11.076,41.8265), leaf: 0, edge: 1
[RTREE] This is node 1764 at depth: 9, the bounding box is (-89.8347,-34.5716), (19.5638,88.4262), leaf: 1, edge: 0
[RTREE] This is node 1729 at depth: 10, the bounding box is (-83.3236,-18.1261), (21.6454,94.4456), leaf: 0, edge: 1
[RTREE] This is node 1771 at depth: 9, the bounding box is (-83.3236,-18.1261), (21.6454,94.4456), leaf: 1, edge: 0
[RTREE] This is node 1763 at depth: 10, the bounding box is (-10.9571,-58.9103), (88.3766,65.9242), leaf: 0, edge: 1
[RTREE] This is node 1778 at depth: 9, the bounding box is (-10.9571,-58.9103), (88.3766,65.9242), leaf: 1, edge: 0
[RTREE] This is node 1720 at depth: 8, the bounding box is (-90.8342,-92.4466), (98.6968,96.3807), leaf: 0, edge: 0
[RTREE] This is node 1222 at depth: 10, the bounding box is (-46.3323,-53.1342), (97.7522,92.1572), leaf: 0, edge: 1
[RTREE] This is node 1241 at depth: 10, the bounding box is (-7.19216,-48.1846), (26.2544,9.32276), leaf: 0, edge: 1
[RTREE] This is node 1566 at depth: 9, the bounding box is (-46.3323,-53.1342), (97.7522,92.1572), leaf: 1, edge: 0
[RTREE] This is node 1605 at depth: 8, the bounding box is (-46.3323,-53.1342), (97.7522,92.1572), leaf: 0, edge: 0
[RTREE] This is node 1732 at depth: 10, the bounding box is (-67.3983,-82.0023), (-49.1586,52.3183), leaf: 0, edge: 1
[RTREE] This is node 1594 at depth: 10, the bounding box is (-57.2377,-85.9081), (81.7538,52.6817), leaf: 0, edge: 1
[RTREE] This is node 1740 at depth: 9, the bounding box is (-67.3983,-85.9081), (81.7538,52.6817), leaf: 1, edge: 0
[RTREE] This is node 1695 at depth: 10, the bounding box is (-92.6462,-63.6554), (-77.2754,76.6142), leaf: 0, edge: 1
[RTREE] This is node 1645 at depth: 10, the bounding box is (-54.3976,-63.3659), (-37.4023,47.799), leaf: 0, edge: 1
[RTREE] This is node 1713 at depth: 9, the bounding box is (-92.6462,-63.6554), (-37.4023,76.6142), leaf: 1, edge: 0
[RTREE] This is node 1722 at depth: 10, the bounding box is (-86.4831,-75.7578), (59.3632,74.0695), leaf: 0, edge: 1
[RTREE] This is node 1723 at depth: 10, the bounding box is (-76.5087,2.78803), (19.7166,29.111), leaf: 0, edge: 1
[RTREE] This is node 1739 at depth: 10, the bounding box is (-85.0926,36.0672), (3.46544,59.55), leaf: 0, edge: 1
[RTREE] This is node 1753 at depth: 10, the bounding box is (-86.8336,-11.9531), (27.9111,54.4045), leaf: 0, edge: 1
[RTREE] This is node 1754 at depth: 10, the bounding box is (-73.8176,-71.1734), (-50.4897,52.9758), leaf: 0, edge: 1
[RTREE] This is node 1636 at depth: 9, the bounding box is (-86.8336,-75.7578), (59.3632,74.0695), leaf: 1, edge: 0
[RTREE] This is node 1635 at depth: 10, the bounding box is (-82.1581,78.9981), (18.9644,83.587), leaf: 0, edge: 1
[RTREE] This is node 1603 at depth: 10, the bounding box is (-82.8385,-12.7104), (39.1147,77.3832), leaf: 0, edge: 1
[RTREE] This is node 1696 at depth: 9, the bounding box is (-82.8385,-12.7104), (39.1147,83.587), leaf: 1, edge: 0
[RTREE] This is node 1734 at depth: 10, the bounding box is (-66.9921,34.2207), (31.468,63.6905), leaf: 0, edge: 1
[RTREE] This is node 1755 at depth: 9, the bounding box is (-66.9921,34.2207), (31.468,63.6905), leaf: 1, edge: 0
[RTREE] This is node 1610 at depth: 8, the bounding box is (-92.6462,-85.9081), (81.7538,83.587), leaf: 0, edge: 0
[RTREE] This is node 1270 at depth: 10, the bounding box is (-11.8891,-91.8418), (13.731,87.1797), leaf: 0, edge: 1
[RTREE] This is node 1604 at depth: 9, the bounding box is (-11.8891,-91.8418), (13.731,87.1797), leaf: 1, edge: 0
[RTREE] This is node 1191 at depth: 10, the bounding box is (-80.9462,-74.7213), (43.712,97.6416), leaf: 0, edge: 1
[RTREE] This is node 1239 at depth: 10, the bounding box is (-74.2792,-20.6114), (11.5706,0.650602), leaf: 0, edge: 1
[RTREE] This is node 1243 at depth: 10, the bounding box is (-24.5218,-59.595), (23.3937,-23.855), leaf: 0, edge: 1
[RTREE] This is node 1565 at depth: 10, the bounding box is (-58.6119,24.2443), (12.9967,71.0761), leaf: 0, edge: 1
[RTREE] This is node 1183 at depth: 9, the bounding box is (-80.9462,-74.7213), (43.712,97.6416), leaf: 1, edge: 0
[RTREE] This is node 1254 at depth: 10, the bounding box is (58.9991,-80.174), (97.3686,-76.9106), leaf: 0, edge: 1
[RTREE] This is node 1242 at depth: 10, the bounding box is (-24.1051,-81.7208), (32.2038,51.4855), leaf: 0, edge: 1
[RTREE] This is node 1247 at depth: 10, the bounding box is (-68.0206,-30.5858), (20.9789,16.8927), leaf: 0, edge: 1
[RTREE] This is node 1255 at depth: 10, the bounding box is (2.47797,-86.7155), (20.4767,-29.4304), leaf: 0, edge: 1
[RTREE] This is node 1240 at depth: 9, the bounding box is (-68.0206,-86.7155), (97.3686,51.4855), leaf: 1, edge: 0
[RTREE] This is node 1543 at depth: 10, the bounding box is (-76.921,-83.0594), (-21.3481,52.3599), leaf: 0, edge: 1
[RTREE] This is node 1609 at depth: 9, the bounding box is (-76.921,-83.0594), (-21.3481,52.3599), leaf: 1, edge: 0
[RTREE] This is node 1097 at depth: 8, the bounding box is (-80.9462,-91.8418), (97.3686,97.6416), leaf: 0, edge: 0
[RTREE] This is node 929 at depth: 7, the bounding box is (-92.6462,-92.4466), (98.6968,97.6416), leaf: 0, edge: 0
[RTREE] This is node 917 at depth: 10, the bounding box is (-37.328,2.96733), (97.9071,32.3125), leaf: 0, edge: 1
[RTREE] This is node 935 at depth: 10, the bounding box is (44.4322,-69.9995), (78.3618,-58.9662), leaf: 0, edge: 1
[RTREE] This is node 953 at depth: 10, the bounding box is (39.4359,-36.5442), (88.9539,21.9217), leaf: 0, edge: 1
[RTREE] This is node 940 at depth: 9, the bounding box is (-37.328,-69.9995), (97.9071,32.3125), leaf: 1, edge: 0
[RTREE] This is node 900 at depth: 10, the bounding box is (1.99368,-26.9167), (75.7513,9.63389), leaf: 0, edge: 1
[RTREE] This is node 958 at depth: 9, the bounding box is (1.99368,-26.9167), (75.7513,9.63389), leaf: 1, edge: 0
[RTREE] This is node 959 at depth: 8, the bounding box is (-37.328,-69.9995), (97.9071,32.3125), leaf: 0, edge: 0
[RTREE] This is node 1092 at depth: 10, the bounding box is (-47.8563,-65.3428), (85.9567,21.1106), leaf: 0, edge: 1
[RTREE] This is node 1116 at depth: 9, the bounding box is (-47.8563,-65.3428), (85.9567,21.1106), leaf: 1, edge: 0
[RTREE] This is node 1347 at depth: 10, the bounding box is (-84.5786,-54.1056), (98.9107,20.276), leaf: 0, edge: 1
[RTREE] This is node 1182 at depth: 10, the bounding box is (15.9695,-69.1234), (99.1852,87.6414), leaf: 0, edge: 1
[RTREE] This is node 931 at depth: 10, the bounding box is (-84.8941,-60.624), (75.5847,86.1575), leaf: 0, edge: 1
[RTREE] This is node 1180 at depth: 10, the bounding box is (-36.6555,39.8141), (43.1628,76.2829), leaf: 0, edge: 1
[RTREE] This is node 901 at depth: 9, the bounding box is (-84.8941,-69.1234), (99.1852,87.6414), leaf: 1, edge: 0
[RTREE] This is node 1284 at depth: 10, the bounding box is (-83.2971,7.61207), (-22.9637,97.5334), leaf: 0, edge: 1
[RTREE] This is node 1115 at depth: 10, the bounding box is (-54.8865,-41.1226), (43.6568,97.9748), leaf: 0, edge: 1
[RTREE] This is node 1410 at depth: 10, the bounding box is (-61.1347,-21.4651), (34.1723,97.933), leaf: 0, edge: 1
[RTREE] This is node 1625 at depth: 10, the bounding box is (-80.2892,-49.2237), (40.2681,97.8479), leaf: 0, edge: 1
[RTREE] This is node 1348 at depth: 9, the bounding box is (-83.2971,-49.2237), (43.6568,97.9748), leaf: 1, edge: 0
[RTREE] This is node 1236 at depth: 8, the bounding box is (-84.8941,-69.1234), (99.1852,97.9748), leaf: 0, edge: 0
[RTREE] This is node 1568 at depth: 7, the bounding box is (-84.8941,-69.9995), (99.1852,97.9748), leaf: 0, edge: 0
[RTREE] This is node 1261 at depth: 10, the bounding box is (-92.7272,70.4053), (-52.9884,97.3036), leaf: 0, edge: 1
[RTREE] This is node 1262 at depth: 10, the bounding box is (-89.1896,-17.249), (-26.5513,94.4276), leaf: 0, edge: 1
[RTREE] This is node 1591 at depth: 10, the bounding box is (-91.6395,6.64492), (-37.0917,39.3715), leaf: 0, edge: 1
[RTREE] This is node 1557 at depth: 9, the bounding box is (-92.7272,-17.249), (-26.5513,97.3036), leaf: 1, edge: 0
[RTREE] This is node 1567 at depth: 8, the bounding box is (-92.7272,-17.249), (-26.5513,97.3036), leaf: 0, edge: 0
[RTREE] This is node 1611 at depth: 7, the bounding box is (-92.7272,-17.249), (-26.5513,97.3036), leaf: 0, edge: 0
[RTREE] This is node 1653 at depth: 10, the bounding box is (-59.9372,18.5956), (22.1249,37.3106), leaf: 0, edge: 1
[RTREE] This is node 1556 at depth: 10, the bounding box is (-91.0496,-66.1489), (11.6401,32.2689), leaf: 0, edge: 1
[RTREE] This is node 1711 at depth: 10, the bounding box is (-86.668,-49.7285), (-63.7549,18.3789), leaf: 0, edge: 1
[RTREE] This is node 1712 at depth: 10, the bounding box is (-80.9869,-9.29538), (-62.3035,26.5591), leaf: 0, edge: 1
[RTREE] This is node 1256 at depth: 9, the bounding box is (-91.0496,-66.1489), (22.1249,37.3106), leaf: 1, edge: 0
[RTREE] This is node 1714 at depth: 8, the bounding box is (-91.0496,-66.1489), (22.1249,37.3106), leaf: 0, edge: 0
[RTREE] This is node 1757 at depth: 7, the bounding box is (-91.0496,-66.1489), (22.1249,37.3106), leaf: 0, edge: 0
[RTREE] This is node 1608 at depth: 10, the bounding box is (-86.5626,64.302), (29.1932,82.74), leaf: 0, edge: 1
[RTREE] This is node 1719 at depth: 9, the bounding box is (-86.5626,64.302), (29.1932,82.74), leaf: 1, edge: 0
[RTREE] This is node 1756 at depth: 8, the bounding box is (-86.5626,64.302), (29.1932,82.74), leaf: 0, edge: 0
[RTREE] This is node 1780 at depth: 7, the bounding box is (-86.5626,64.302), (29.1932,82.74), leaf: 0, edge: 0
[RTREE] This is node 1259 at depth: 6, the bounding box is (-92.7272,-92.4466), (99.1852,97.9748), leaf: 0, edge: 0
[RTREE] This is node 336 at depth: 10, the bounding box is (-97.9563,-75.5027), (47.1917,-52.2312), leaf: 0, edge: 1
[RTREE] This is node 1260 at depth: 10, the bounding box is (-34.9001,-71.2677), (79.8924,-44.2127), leaf: 0, edge: 1
[RTREE] This is node 356 at depth: 9, the bounding box is (-97.9563,-75.5027), (79.8924,-44.2127), leaf: 1, edge: 0
[RTREE] This is node 375 at depth: 8, the bounding box is (-97.9563,-75.5027), (79.8924,-44.2127), leaf: 0, edge: 0
[RTREE] This is node 146 at depth: 10, the bounding box is (-83.1698,4.93771), (24.0831,23.2298), leaf: 0, edge: 1
[RTREE] This is node 471 at depth: 9, the bounding box is (-83.1698,4.93771), (24.0831,23.2298), leaf: 1, edge: 0
[RTREE] This is node 1672 at depth: 10, the bounding box is (-96.3215,72.0648), (94.6193,78.3787), leaf: 0, edge: 1
[RTREE] This is node 239 at depth: 10, the bounding box is (-97.7909,-26.7086), (78.2762,65.1163), leaf: 0, edge: 1
[RTREE] This is node 1268 at depth: 10, the bounding box is (-48.6724,-58.0384), (65.2057,45.0981), leaf: 0, edge: 1
[RTREE] This is node 1666 at depth: 10, the bounding box is (-94.523,-63.5432), (-9.73396,23.8683), leaf: 0, edge: 1
[RTREE] This is node 1776 at depth: 10, the bounding box is (-97.2365,-52.0044), (27.0752,23.3006), leaf: 0, edge: 1
[RTREE] This is node 374 at depth: 9, the bounding box is (-97.7909,-63.5432), (94.6193,78.3787), leaf: 1, edge: 0
[RTREE] This is node 1271 at depth: 10, the bounding box is (-9.09084,-56.9257), (81.6073,-1.07876), leaf: 0, edge: 1
[RTREE] This is node 262 at depth: 10, the bounding box is (21.0134,-30.6627), (84.1186,28.7001), leaf: 0, edge: 1
[RTREE] This is node 1550 at depth: 9, the bounding box is (-9.09084,-56.9257), (84.1186,28.7001), leaf: 1, edge: 0
[RTREE] This is node 1549 at depth: 10, the bounding box is (-95.3171,44.7459), (-64.8512,52.4719), leaf: 0, edge: 1
[RTREE] This is node 1667 at depth: 9, the bounding box is (-95.3171,44.7459), (-64.8512,52.4719), leaf: 1, edge: 0
[RTREE] This is node 1281 at depth: 10, the bounding box is (-91.6294,-37.4387), (-2.64442,-20.9387), leaf: 0, edge: 1
[RTREE] This is node 1576 at depth: 10, the bounding box is (-92.7735,-60.9793), (92.8797,83.5372), leaf: 0, edge: 1
[RTREE] This is node 1673 at depth: 9, the bounding box is (-92.7735,-60.9793), (92.8797,83.5372), leaf: 1, edge: 0
[RTREE] This is node 521 at depth: 8, the bounding box is (-97.7909,-63.5432), (94.6193,83.5372), leaf: 0, edge: 0
[RTREE] This is node 574 at depth: 7, the bounding box is (-97.9563,-75.5027), (94.6193,83.5372), leaf: 0, edge: 0
[RTREE] This is node 1094 at depth: 10, the bounding box is (-65.3852,-1.11093), (-51.5652,82.1916), leaf: 0, edge: 1
[RTREE] This is node 656 at depth: 10, the bounding box is (-88.2488,-83.3735), (-14.0234,93.4951), leaf: 0, edge: 1
[RTREE] This is node 1160 at depth: 9, the bounding box is (-88.2488,-83.3735), (-14.0234,93.4951), leaf: 1, edge: 0
[RTREE] This is node 1152 at depth: 10, the bounding box is (-70.0458,-76.6163), (-28.4303,61.2757), leaf: 0, edge: 1
[RTREE] This is node 1159 at depth: 10, the bounding box is (-55.5214,-40.6288), (-23.5305,39.6866), leaf: 0, edge: 1
[RTREE] This is node 1275 at depth: 9, the bounding box is (-70.0458,-76.6163), (-23.5305,61.2757), leaf: 1, edge: 0
[RTREE] This is node 1276 at depth: 8, the bounding box is (-88.2488,-83.3735), (-14.0234,93.4951), leaf: 0, edge: 0
[RTREE] This is node 1285 at depth: 10, the bounding box is (-3.54539,-61.8344), (50.6864,-41.3564), leaf: 0, edge: 1
[RTREE] This is node 646 at depth: 10, the bounding box is (-79.3931,-64.3628), (46.6733,90.9513), leaf: 0, edge: 1
[RTREE] This is node 1294 at depth: 9, the bounding box is (-79.3931,-64.3628), (50.6864,90.9513), leaf: 1, edge: 0
[RTREE] This is node 1293 at depth: 10, the bounding box is (-90.0052,-16.2656), (-89.7091,86.1204), leaf: 0, edge: 1
[RTREE] This is node 1282 at depth: 10, the bounding box is (-92.3406,-40.3019), (21.023,91.7169), leaf: 0, edge: 1
[RTREE] This is node 1274 at depth: 10, the bounding box is (-32.9175,-76.8166), (4.15764,55.0207), leaf: 0, edge: 1
[RTREE] This is node 1287 at depth: 10, the bounding box is (-53.6438,-44.2713), (51.5711,63.8169), leaf: 0, edge: 1
[RTREE] This is node 1577 at depth: 10, the bounding box is (-95.286,-81.3741), (-56.2634,20.0235), leaf: 0, edge: 1
[RTREE] This is node 949 at depth: 9, the bounding box is (-95.286,-81.3741), (51.5711,91.7169), leaf: 1, edge: 0
[RTREE] This is node 1129 at depth: 10, the bounding box is (-75.5557,-76.7167), (-52.0102,-54.8454), leaf: 0, edge: 1
[RTREE] This is node 293 at depth: 10, the bounding box is (-65.5049,-82.6964), (11.7753,-11.4704), leaf: 0, edge: 1
[RTREE] This is node 924 at depth: 10, the bounding box is (-45.4579,-83.0404), (-24.972,53.5695), leaf: 0, edge: 1
[RTREE] This is node 956 at depth: 10, the bounding box is (-54.0393,15.4348), (-30.8154,40.7755), leaf: 0, edge: 1
[RTREE] This is node 250 at depth: 9, the bounding box is (-75.5557,-83.0404), (11.7753,53.5695), leaf: 1, edge: 0
[RTREE] This is node 1117 at depth: 10, the bounding box is (-66.373,5.13491), (-1.95138,50.118), leaf: 0, edge: 1
[RTREE] This is node 313 at depth: 10, the bounding box is (-79.9609,-81.3622), (15.315,34.8905), leaf: 0, edge: 1
[RTREE] This is node 1130 at depth: 9, the bounding box is (-79.9609,-81.3622), (15.315,50.118), leaf: 1, edge: 0
[RTREE] This is node 1128 at depth: 10, the bounding box is (-59.3007,-25.6737), (47.1059,42.8549), leaf: 0, edge: 1
[RTREE] This is node 1265 at depth: 10, the bounding box is (19.0257,-2.25962), (35.637,16.3943), leaf: 0, edge: 1
[RTREE] This is node 1266 at depth: 9, the bounding box is (-59.3007,-25.6737), (47.1059,42.8549), leaf: 1, edge: 0
[RTREE] This is node 914 at depth: 8, the bounding box is (-95.286,-83.0404), (51.5711,91.7169), leaf: 0, edge: 0
[RTREE] This is node 297 at depth: 10, the bounding box is (-74.4169,-81.3765), (-67.3054,92.0282), leaf: 0, edge: 1
[RTREE] This is node 305 at depth: 10, the bounding box is (-70.4204,-79.244), (3.32282,-26.8275), leaf: 0, edge: 1
[RTREE] This is node 314 at depth: 9, the bounding box is (-74.4169,-81.3765), (3.32282,92.0282), leaf: 1, edge: 0
[RTREE] This is node 838 at depth: 8, the bounding box is (-74.4169,-81.3765), (3.32282,92.0282), leaf: 0, edge: 0
[RTREE] This is node 1267 at depth: 10, the bounding box is (17.5664,-61.9569), (39.4837,-5.36391), leaf: 0, edge: 1
[RTREE] This is node 1263 at depth: 10, the bounding box is (11.3202,-57.2102), (52.1652,70.0562), leaf: 0, edge: 1
[RTREE] This is node 1286 at depth: 9, the bounding box is (11.3202,-61.9569), (52.1652,70.0562), leaf: 1, edge: 0
[RTREE] This is node 1295 at depth: 8, the bounding box is (11.3202,-61.9569), (52.1652,70.0562), leaf: 0, edge: 0
[RTREE] This is node 316 at depth: 7, the bounding box is (-95.286,-83.3735), (52.1652,93.4951), leaf: 0, edge: 0
[RTREE] This is node 1028 at depth: 10, the bounding box is (-98.7451,-38.3976), (99.5109,-9.696), leaf: 0, edge: 1
[RTREE] This is node 1096 at depth: 9, the bounding box is (-98.7451,-38.3976), (99.5109,-9.696), leaf: 1, edge: 0
[RTREE] This is node 1201 at depth: 8, the bounding box is (-98.7451,-38.3976), (99.5109,-9.696), leaf: 0, edge: 0
[RTREE] This is node 1246 at depth: 7, the bounding box is (-98.7451,-38.3976), (99.5109,-9.696), leaf: 0, edge: 0
[RTREE] This is node 265 at depth: 10, the bounding box is (-91.9207,13.0571), (-73.8192,37.3878), leaf: 0, edge: 1
[RTREE] This is node 657 at depth: 9, the bounding box is (-91.9207,13.0571), (-73.8192,37.3878), leaf: 1, edge: 0
[RTREE] This is node 1131 at depth: 8, the bounding box is (-91.9207,13.0571), (-73.8192,37.3878), leaf: 0, edge: 0
[RTREE] This is node 1277 at depth: 7, the bounding box is (-91.9207,13.0571), (-73.8192,37.3878), leaf: 0, edge: 0
[RTREE] This is node 217 at depth: 10, the bounding box is (-29.8228,52.1673), (38.1598,78.7383), leaf: 0, edge: 1
[RTREE] This is node 189 at depth: 10, the bounding box is (-77.4829,1.05288), (56.5307,42.2299), leaf: 0, edge: 1
[RTREE] This is node 226 at depth: 9, the bounding box is (-77.4829,1.05288), (56.5307,78.7383), leaf: 1, edge: 0
[RTREE] This is node 658 at depth: 8, the bounding box is (-77.4829,1.05288), (56.5307,78.7383), leaf: 0, edge: 0
[RTREE] This is node 948 at depth: 10, the bounding box is (-45.0945,-29.9886), (55.6826,53.6094), leaf: 0, edge: 1
[RTREE] This is node 1118 at depth: 9, the bounding box is (-45.0945,-29.9886), (55.6826,53.6094), leaf: 1, edge: 0
[RTREE] This is node 204 at depth: 10, the bounding box is (-89.855,11.6141), (47.4852,86.141), leaf: 0, edge: 1
[RTREE] This is node 955 at depth: 10, the bounding box is (-84.1483,15.2471), (49.2999,30.0561), leaf: 0, edge: 1
[RTREE] This is node 1288 at depth: 10, the bounding box is (-21.088,13.4387), (18.8376,71.5987), leaf: 0, edge: 1
[RTREE] This is node 925 at depth: 9, the bounding box is (-89.855,11.6141), (49.2999,86.141), leaf: 1, edge: 0
[RTREE] This is node 1161 at depth: 8, the bounding box is (-89.855,-29.9886), (55.6826,86.141), leaf: 0, edge: 0
[RTREE] This is node 1296 at depth: 7, the bounding box is (-89.855,-29.9886), (56.5307,86.141), leaf: 0, edge: 0
[RTREE] This is node 84 at depth: 6, the bounding box is (-98.7451,-83.3735), (99.5109,93.4951), leaf: 0, edge: 0
[RTREE] This is node 1228 at depth: 10, the bounding box is (17.0113,-55.1662), (93.9359,91.5744), leaf: 0, edge: 1
[RTREE] This is node 1249 at depth: 10, the bounding box is (55.8503,-23.2548), (92.4123,7.79557), leaf: 0, edge: 1
[RTREE] This is node 1250 at depth: 9, the bounding box is (17.0113,-55.1662), (93.9359,91.5744), leaf: 1, edge: 0
[RTREE] This is node 1257 at depth: 8, the bounding box is (17.0113,-55.1662), (93.9359,91.5744), leaf: 0, edge: 0
[RTREE] This is node 1546 at depth: 7, the bounding box is (17.0113,-55.1662), (93.9359,91.5744), leaf: 0, edge: 0
[RTREE] This is node 1758 at depth: 6, the bounding box is (17.0113,-55.1662), (93.9359,91.5744), leaf: 0, edge: 0
[RTREE] This is node 1179 at depth: 10, the bounding box is (-87.3813,-87.3992), (-8.06226,87.9547), leaf: 0, edge: 1
[RTREE] This is node 1775 at depth: 10, the bounding box is (-67.2799,49.6468), (-50.9949,55.8435), leaf: 0, edge: 1
[RTREE] This is node 1235 at depth: 9, the bounding box is (-87.3813,-87.3992), (-8.06226,87.9547), leaf: 1, edge: 0
[RTREE] This is node 1245 at depth: 8, the bounding box is (-87.3813,-87.3992), (-8.06226,87.9547), leaf: 0, edge: 0
[RTREE] This is node 1169 at depth: 10, the bounding box is (-84.0944,-92.6453), (3.27085,88.3961), leaf: 0, edge: 1
[RTREE] This is node 1575 at depth: 10, the bounding box is (-69.9297,-25.0424), (-52.6115,59.0286), leaf: 0, edge: 1
[RTREE] This is node 1593 at depth: 10, the bounding box is (-61.7315,-53.9421), (-56.4057,62.5945), leaf: 0, edge: 1
[RTREE] This is node 1596 at depth: 10, the bounding box is (-62.8556,32.6204), (-26.6371,77.219), leaf: 0, edge: 1
[RTREE] This is node 1602 at depth: 10, the bounding box is (-49.4545,-91.457), (-39.3789,26.0402), leaf: 0, edge: 1
[RTREE] This is node 1181 at depth: 9, the bounding box is (-84.0944,-92.6453), (3.27085,88.3961), leaf: 1, edge: 0
[RTREE] This is node 1248 at depth: 10, the bounding box is (-82.109,-76.3102), (-0.0901008,71.8339), leaf: 0, edge: 1
[RTREE] This is node 1544 at depth: 9, the bounding box is (-82.109,-76.3102), (-0.0901008,71.8339), leaf: 1, edge: 0
[RTREE] This is node 1545 at depth: 8, the bounding box is (-84.0944,-92.6453), (3.27085,88.3961), leaf: 0, edge: 0
